restaurant_code,review_title,review_body,account_name,account_id,aspect,phrase,label,new_aspect_1,new_aspect_2
platypus-food-bar-at-nus,Salad bar,"Whip up your own bowl of salad+pasta+meat at only $5.50 (small; but trust me, the portion is filling) Becareful of lunch time crowd!",Pearlyn Peh,@140136,portion,"trust me , the portion is filling ) becareful ",1,portion,portion
polar-puff-cakes,Earl Grey Mango Mousse,Mango mousse and earl grey cream blends wells with chocolate and vanilla genoise sponge (Regular size - S$33.80).,Yan Fang Lim,@yandandelion,food,blends wells with chocolate and vanilla genoise sponge ( regular ,1,food,food
polar-puff-cakes,Earl Grey Mango Mousse,Mango mousse and earl grey cream blends wells with chocolate and vanilla genoise sponge (Regular size - S$33.80).,Yan Fang Lim,@yandandelion,portion,regular size - ,0,portion,portion
polar-puff-cakes,Mango Mixed Fruits,"Soft vanilla sponge layered with fresh cream, covered with mango slices, and crowned with strawberries and sliced kiwis. Most importantly, it is 70% lesser sugar! (S$32.00).",Yan Fang Lim,@yandandelion,food,"sponge layered with fresh cream , covered ",0,food,
polar-puff-cakes,Mango Mixed Fruits,"Soft vanilla sponge layered with fresh cream, covered with mango slices, and crowned with strawberries and sliced kiwis. Most importantly, it is 70% lesser sugar! (S$32.00).",Yan Fang Lim,@yandandelion,food,mango slices ,0,food,
polar-puff-cakes,Mango Mixed Fruits,"Soft vanilla sponge layered with fresh cream, covered with mango slices, and crowned with strawberries and sliced kiwis. Most importantly, it is 70% lesser sugar! (S$32.00).",Yan Fang Lim,@yandandelion,food,and crowned ,0,food,
polar-puff-cakes,Mango Mixed Fruits,"Soft vanilla sponge layered with fresh cream, covered with mango slices, and crowned with strawberries and sliced kiwis. Most importantly, it is 70% lesser sugar! (S$32.00).",Yan Fang Lim,@yandandelion,food,sliced kiwis ,0,food,
polar-puff-cakes,Mango Mixed Fruits,"Soft vanilla sponge layered with fresh cream, covered with mango slices, and crowned with strawberries and sliced kiwis. Most importantly, it is 70% lesser sugar! (S$32.00).",Yan Fang Lim,@yandandelion,food,lesser sugar ,0,food,food
polar-puff-cakes,Cheese Cake,Creamy cheese cake with digestive cookie base (S$29.00).,Yan Fang Lim,@yandandelion,food,with digestive cookie base ,0,food,
por-kee-eating-house,Champagne Pork Short Ribs • S$22++,"The infamous Por Kee champagne pork ribs!
The champagne pork short ribs [S$22 pictured/33/44++] have a beautiful glaze - a mix of sweet and salty. Though the meat isn't ""fall-off-the-bone"" tender, it's still really easy to bite and chew. Just having this with white rice is perfect.
This zi char restaurant sells great food but be wary of the price and portions. It feels more like a tourist trap in Tiong Bahru.",Kenneth Lee,@thesocialnoms,food,infamous por kee champagne pork ribs ,-1,food,food
por-kee-eating-house,Champagne Pork Short Ribs • S$22++,"The infamous Por Kee champagne pork ribs!
The champagne pork short ribs [S$22 pictured/33/44++] have a beautiful glaze - a mix of sweet and salty. Though the meat isn't ""fall-off-the-bone"" tender, it's still really easy to bite and chew. Just having this with white rice is perfect.
This zi char restaurant sells great food but be wary of the price and portions. It feels more like a tourist trap in Tiong Bahru.",Kenneth Lee,@thesocialnoms,food,short ribs [ s$22 pictured/33/44++ ] have a beautiful glaze - ,1,food,food
por-kee-eating-house,Champagne Pork Short Ribs • S$22++,"The infamous Por Kee champagne pork ribs!
The champagne pork short ribs [S$22 pictured/33/44++] have a beautiful glaze - a mix of sweet and salty. Though the meat isn't ""fall-off-the-bone"" tender, it's still really easy to bite and chew. Just having this with white rice is perfect.
This zi char restaurant sells great food but be wary of the price and portions. It feels more like a tourist trap in Tiong Bahru.",Kenneth Lee,@thesocialnoms,food,mix of sweet and salty ,0,food,food
por-kee-eating-house,Champagne Pork Short Ribs • S$22++,"The infamous Por Kee champagne pork ribs!
The champagne pork short ribs [S$22 pictured/33/44++] have a beautiful glaze - a mix of sweet and salty. Though the meat isn't ""fall-off-the-bone"" tender, it's still really easy to bite and chew. Just having this with white rice is perfect.
This zi char restaurant sells great food but be wary of the price and portions. It feels more like a tourist trap in Tiong Bahru.",Kenneth Lee,@thesocialnoms,food,"is n't "" fall ",0,,
por-kee-eating-house,Champagne Pork Short Ribs • S$22++,"The infamous Por Kee champagne pork ribs!
The champagne pork short ribs [S$22 pictured/33/44++] have a beautiful glaze - a mix of sweet and salty. Though the meat isn't ""fall-off-the-bone"" tender, it's still really easy to bite and chew. Just having this with white rice is perfect.
This zi char restaurant sells great food but be wary of the price and portions. It feels more like a tourist trap in Tiong Bahru.",Kenneth Lee,@thesocialnoms,food,"bone "" tender , it 's still really easy to bite ",1,food,food
por-kee-eating-house,Champagne Pork Short Ribs • S$22++,"The infamous Por Kee champagne pork ribs!
The champagne pork short ribs [S$22 pictured/33/44++] have a beautiful glaze - a mix of sweet and salty. Though the meat isn't ""fall-off-the-bone"" tender, it's still really easy to bite and chew. Just having this with white rice is perfect.
This zi char restaurant sells great food but be wary of the price and portions. It feels more like a tourist trap in Tiong Bahru.",Kenneth Lee,@thesocialnoms,food,white rice ,0,food,
por-kee-eating-house,Champagne Pork Short Ribs • S$22++,"The infamous Por Kee champagne pork ribs!
The champagne pork short ribs [S$22 pictured/33/44++] have a beautiful glaze - a mix of sweet and salty. Though the meat isn't ""fall-off-the-bone"" tender, it's still really easy to bite and chew. Just having this with white rice is perfect.
This zi char restaurant sells great food but be wary of the price and portions. It feels more like a tourist trap in Tiong Bahru.",Kenneth Lee,@thesocialnoms,price,wary of the price and portions ,-1,price,price
procacci-at-customs-house,From yesterday's media tasting....new brunch menu.,"A fumo salmone (smoked salmon, fried egg, ricotta cheese & ciabatta toast) & procacci delizia (mortadella, parma ham, taleggio cheese, scrambled eggs & rustica toast). Imagine having brunch while enjoying the scenery n the sea breeze. Available only on sats. Ahhh....🌀🌀🌊🌊 #brunch #scenery #breakfast #opensnapeats #openricesg #burppletastemakers #burpple #foodstagram @procaccisg @sfeee",Kris Lim,@msginginly,food,"smoked salmon , fried egg ",0,food,
procacci-at-customs-house,From yesterday's media tasting....new brunch menu.,"A fumo salmone (smoked salmon, fried egg, ricotta cheese & ciabatta toast) & procacci delizia (mortadella, parma ham, taleggio cheese, scrambled eggs & rustica toast). Imagine having brunch while enjoying the scenery n the sea breeze. Available only on sats. Ahhh....🌀🌀🌊🌊 #brunch #scenery #breakfast #opensnapeats #openricesg #burppletastemakers #burpple #foodstagram @procaccisg @sfeee",Kris Lim,@msginginly,food,ricotta cheese & ciabatta toast ) ,0,food,
procacci-at-customs-house,From yesterday's media tasting....new brunch menu.,"A fumo salmone (smoked salmon, fried egg, ricotta cheese & ciabatta toast) & procacci delizia (mortadella, parma ham, taleggio cheese, scrambled eggs & rustica toast). Imagine having brunch while enjoying the scenery n the sea breeze. Available only on sats. Ahhh....🌀🌀🌊🌊 #brunch #scenery #breakfast #opensnapeats #openricesg #burppletastemakers #burpple #foodstagram @procaccisg @sfeee",Kris Lim,@msginginly,food,procacci delizia ( mortadella ,0,food,
procacci-at-customs-house,From yesterday's media tasting....new brunch menu.,"A fumo salmone (smoked salmon, fried egg, ricotta cheese & ciabatta toast) & procacci delizia (mortadella, parma ham, taleggio cheese, scrambled eggs & rustica toast). Imagine having brunch while enjoying the scenery n the sea breeze. Available only on sats. Ahhh....🌀🌀🌊🌊 #brunch #scenery #breakfast #opensnapeats #openricesg #burppletastemakers #burpple #foodstagram @procaccisg @sfeee",Kris Lim,@msginginly,food,parma ham ,0,food,
procacci-at-customs-house,From yesterday's media tasting....new brunch menu.,"A fumo salmone (smoked salmon, fried egg, ricotta cheese & ciabatta toast) & procacci delizia (mortadella, parma ham, taleggio cheese, scrambled eggs & rustica toast). Imagine having brunch while enjoying the scenery n the sea breeze. Available only on sats. Ahhh....🌀🌀🌊🌊 #brunch #scenery #breakfast #opensnapeats #openricesg #burppletastemakers #burpple #foodstagram @procaccisg @sfeee",Kris Lim,@msginginly,food,taleggio cheese ,0,food,
pure-pandan,Banana Walnut Chiffon,"$1.70/slice, it has a distinct banana taste topped with a nuttiness in each bite. I imagine myself eating a slice of rich banana cake but this one delights me more with a lighter structure, not weighing me down. ",✏epinosh 🍴,@Epinosh,food,distinct banana taste topped with a nuttiness in each bite ,1,food,food
pure-pandan,Banana Walnut Chiffon,"$1.70/slice, it has a distinct banana taste topped with a nuttiness in each bite. I imagine myself eating a slice of rich banana cake but this one delights me more with a lighter structure, not weighing me down. ",✏epinosh 🍴,@Epinosh,food,cake but ,0,food,
pure-pandan,Pure Pandan Chiffon Cake ($1.80/slice),"On the eve of National Day, i get to enjoy the scenic view of Gardens by the Bay form the Kallang PCN we woke up at 6am to “explore”. Then had breakfast at one of the better brunch places in Singapore - enter Sarnies, before walking to Chinatown and have my Singaporean Kopi after a milky, cafe masala chai latte. This was not before stopping by this non descript chiffon and roll cake stall which had Dr Leslie Tay’s article displayed- at $1.80 per slice of chiffon I found this one of the softest chiffons I’ve had and was very pleased. 
At Chinatown complex food centre I had only space for desserts so the chendol that Our Grandfather Story featured we had to try. It was a good bowl of chendol at $2 considering how the slightly savoury pandan tadpole jellies are handmade. 
But my win for the day was Xin Xuan’s Min Chiang Kueh, I love pancakes so corollary, I love Chinese pancakes. The ones here are soft and delicious that it made me feel like they were everything I could have ever wanted. 
#HappyNationalDay I do love the country I live in✨",timtam_tum ✨,@timtam_tum,food,roll cake stall which had dr leslie tay ’s article displayed- at $ ,0,food,food
pure-pandan,Signature Pandan Chiffon ,"Less coconut-infused (not as robust as the one I'd prefer from Bangawan Solo's), but a airy texture along with a subtle pandan fragrance in each mouthful. Good try.",✏epinosh 🍴,@Epinosh,food,"- infused ( not as robust as the one i 'd prefer from bangawan solo 's ) , but a airy texture along with ",-1,food,food
pure-pandan,Signature Pandan Chiffon ,"Less coconut-infused (not as robust as the one I'd prefer from Bangawan Solo's), but a airy texture along with a subtle pandan fragrance in each mouthful. Good try.",✏epinosh 🍴,@Epinosh,food,subtle pandan fragrance in each mouthful ,1,food,food
real-food-oasia,Steamed Vegetable Dumplings,"For $9.80, it's a little pricey for 8 pieces of dumplings but each of them is packed full of vegetables. The menu says that there's 10 ingredients used but I could only figure out the carrots, mushrooms, tofu, and celery 😂 Lightly coated in sesame oil, this dish tasted very 'clean' without compromising on taste, and it's a good option for people who wants a light and healthy lunch (:",Wan Ling Yeo,@Yowanling,food,", it 's a ",0,,
real-food-oasia,Steamed Vegetable Dumplings,"For $9.80, it's a little pricey for 8 pieces of dumplings but each of them is packed full of vegetables. The menu says that there's 10 ingredients used but I could only figure out the carrots, mushrooms, tofu, and celery 😂 Lightly coated in sesame oil, this dish tasted very 'clean' without compromising on taste, and it's a good option for people who wants a light and healthy lunch (:",Wan Ling Yeo,@Yowanling,food,figure out the carrots ,0,food,
real-food-oasia,Steamed Vegetable Dumplings,"For $9.80, it's a little pricey for 8 pieces of dumplings but each of them is packed full of vegetables. The menu says that there's 10 ingredients used but I could only figure out the carrots, mushrooms, tofu, and celery 😂 Lightly coated in sesame oil, this dish tasted very 'clean' without compromising on taste, and it's a good option for people who wants a light and healthy lunch (:",Wan Ling Yeo,@Yowanling,food,and celery 😂 ,0,food,
real-food-oasia,Steamed Vegetable Dumplings,"For $9.80, it's a little pricey for 8 pieces of dumplings but each of them is packed full of vegetables. The menu says that there's 10 ingredients used but I could only figure out the carrots, mushrooms, tofu, and celery 😂 Lightly coated in sesame oil, this dish tasted very 'clean' without compromising on taste, and it's a good option for people who wants a light and healthy lunch (:",Wan Ling Yeo,@Yowanling,food,coated in sesame oil ,0,food,food
red-house-seafood-restaurant,Pricey But Good,Loved the truffle mushroom dumpling and liu sha bao! The prawn fillings for various items were fresh and plump. The har gao packed with prawns encased in a thin skin was good. Didn't enjoy the sourish (where the chilli at?) chilli crab bun though it came with a fair bit of shredded crab meat. Attentive and good service. 40% off dim sum till the end of the year! Thanks to the Burpple community for sharing this great deal!,Zee H,@zeeh,food,fillings for various items were fresh and plump ,1,food,food
red-house-seafood-restaurant,Pricey But Good,Loved the truffle mushroom dumpling and liu sha bao! The prawn fillings for various items were fresh and plump. The har gao packed with prawns encased in a thin skin was good. Didn't enjoy the sourish (where the chilli at?) chilli crab bun though it came with a fair bit of shredded crab meat. Attentive and good service. 40% off dim sum till the end of the year! Thanks to the Burpple community for sharing this great deal!,Zee H,@zeeh,food,the sourish ( where ,0,food,food
red-house-seafood-restaurant,Pricey But Good,Loved the truffle mushroom dumpling and liu sha bao! The prawn fillings for various items were fresh and plump. The har gao packed with prawns encased in a thin skin was good. Didn't enjoy the sourish (where the chilli at?) chilli crab bun though it came with a fair bit of shredded crab meat. Attentive and good service. 40% off dim sum till the end of the year! Thanks to the Burpple community for sharing this great deal!,Zee H,@zeeh,food,chilli at ,0,food,
red-house-seafood-restaurant,Pricey But Good,Loved the truffle mushroom dumpling and liu sha bao! The prawn fillings for various items were fresh and plump. The har gao packed with prawns encased in a thin skin was good. Didn't enjoy the sourish (where the chilli at?) chilli crab bun though it came with a fair bit of shredded crab meat. Attentive and good service. 40% off dim sum till the end of the year! Thanks to the Burpple community for sharing this great deal!,Zee H,@zeeh,food,though it came with a fair ,0,,
red-house-seafood-restaurant,Pricey But Good,Loved the truffle mushroom dumpling and liu sha bao! The prawn fillings for various items were fresh and plump. The har gao packed with prawns encased in a thin skin was good. Didn't enjoy the sourish (where the chilli at?) chilli crab bun though it came with a fair bit of shredded crab meat. Attentive and good service. 40% off dim sum till the end of the year! Thanks to the Burpple community for sharing this great deal!,Zee H,@zeeh,food,shredded crab meat ,0,food,
red-house-seafood-restaurant,Pricey But Good,Loved the truffle mushroom dumpling and liu sha bao! The prawn fillings for various items were fresh and plump. The har gao packed with prawns encased in a thin skin was good. Didn't enjoy the sourish (where the chilli at?) chilli crab bun though it came with a fair bit of shredded crab meat. Attentive and good service. 40% off dim sum till the end of the year! Thanks to the Burpple community for sharing this great deal!,Zee H,@zeeh,service,good service ,1,service,service
red-house-seafood-restaurant,Spicy Seafood Combination,"Seafood such as Scallops, prawns, sotongs and fish fried together with thick sambal chilli paste and coconut milk. The selection was extensive and the seafood were fresh and succulent. The concentrated spicy gravy was so amazing:saturated curry-like gravy that was used to cook and marinate the seafood, such that the flavours were deeply embedded into them. Highly recommended for diners at Red House seafood. ",Gwen Cheng,@iridescent,food,"such as scallops , prawns ",0,food,
red-house-seafood-restaurant,Spicy Seafood Combination,"Seafood such as Scallops, prawns, sotongs and fish fried together with thick sambal chilli paste and coconut milk. The selection was extensive and the seafood were fresh and succulent. The concentrated spicy gravy was so amazing:saturated curry-like gravy that was used to cook and marinate the seafood, such that the flavours were deeply embedded into them. Highly recommended for diners at Red House seafood. ",Gwen Cheng,@iridescent,food,sotongs and fish fried together with thick sambal chilli paste ,0,food,
red-house-seafood-restaurant,Spicy Seafood Combination,"Seafood such as Scallops, prawns, sotongs and fish fried together with thick sambal chilli paste and coconut milk. The selection was extensive and the seafood were fresh and succulent. The concentrated spicy gravy was so amazing:saturated curry-like gravy that was used to cook and marinate the seafood, such that the flavours were deeply embedded into them. Highly recommended for diners at Red House seafood. ",Gwen Cheng,@iridescent,food,coconut milk ,0,food,
red-house-seafood-restaurant,Spicy Seafood Combination,"Seafood such as Scallops, prawns, sotongs and fish fried together with thick sambal chilli paste and coconut milk. The selection was extensive and the seafood were fresh and succulent. The concentrated spicy gravy was so amazing:saturated curry-like gravy that was used to cook and marinate the seafood, such that the flavours were deeply embedded into them. Highly recommended for diners at Red House seafood. ",Gwen Cheng,@iridescent,food,the seafood were fresh ,1,food,food
red-house-seafood-restaurant,Spicy Seafood Combination,"Seafood such as Scallops, prawns, sotongs and fish fried together with thick sambal chilli paste and coconut milk. The selection was extensive and the seafood were fresh and succulent. The concentrated spicy gravy was so amazing:saturated curry-like gravy that was used to cook and marinate the seafood, such that the flavours were deeply embedded into them. Highly recommended for diners at Red House seafood. ",Gwen Cheng,@iridescent,food,concentrated spicy gravy was so amazing ,1,food,food
