restaurant_code,review_title,account_name,new_aspect_1,phrase,phrase_lemma,phrase_stem,phrase_emoticon_generic,phrase_emoticon_unique,phrase_stem_emoticon_generic,phrase_lemma_emoticon_generic,phrase_stem_emoticon_unique,phrase_lemma_emoticon_unique,label
hapy-daze-cafe-bistro,Dinner @ Happy Daze - featuring Lamb Shank.,Rachael Seraphina,food,featuring lamb,featuring lamb,featur lamb,featuring lamb,featuring lamb,featur lamb,featuring lamb,featur lamb,featuring lamb,0.0
hapy-daze-cafe-bistro,Lamb Shanks,Gremlin O,portion,shanks huge portion huge portion,shank huge portion huge portion,shank huge portion huge portion,shanks huge portion huge portion,shanks huge portion huge portion,shank huge portion huge portion,shank huge portion huge portion,shank huge portion huge portion,shank huge portion huge portion,1.0
heng-kee-lor-mee,Lor Mee,Alex Chua,food,gravy starchy flavourful noodles able boiled egg chicken meat gravy,gravy starchy flavourful noodle able boiled egg chicken meat gravy,gravi starchi flavour noodl abl boil egg chicken meat gravi,gravy starchy flavourful noodles able boiled egg chicken meat gravy,gravy starchy flavourful noodles able boiled egg chicken meat gravy,gravi starchi flavour noodl abl boil egg chicken meat gravi,gravy starchy flavourful noodle able boiled egg chicken meat gravy,gravi starchi flavour noodl abl boil egg chicken meat gravi,gravy starchy flavourful noodle able boiled egg chicken meat gravy,1.0
heng-kee-lor-mee,Lor Mee,Alex Chua,time,served quickly nonexistent queue bowl gets served quickly,served quickly nonexistent queue bowl get served quickly,serv quickli nonexist queue bowl get serv quickli,served quickly nonexistent queue bowl gets served quickly,served quickly nonexistent queue bowl gets served quickly,serv quickli nonexist queue bowl get serv quickli,served quickly nonexistent queue bowl get served quickly,serv quickli nonexist queue bowl get serv quickli,served quickly nonexistent queue bowl get served quickly,1.0
henri-charpentier-orchard-central,Fromage (Original),Amos Tan,food,cheese taste,cheese taste,chees tast,cheese taste,cheese taste,chees tast,cheese taste,chees tast,cheese taste,0.0
henri-charpentier-orchard-central,Matcha Cheesecake [$3],Wei Zhi Chiang,food,wanted try new hanjuku fromage itoen matcha,wanted try new hanjuku fromage itoen matcha,want tri new hanjuku fromag itoen matcha,wanted try new hanjuku fromage itoen matcha,wanted try new hanjuku fromage itoen matcha,want tri new hanjuku fromag itoen matcha,wanted try new hanjuku fromage itoen matcha,want tri new hanjuku fromag itoen matcha,wanted try new hanjuku fromage itoen matcha,0.0
henri-charpentier-orchard-central,"On most days, @timchee do not allow me to indulge in my desserts craving.",ni eats,food,lit sweet fragrant dry liking tasted odd remind pudding sweet fragrant,lit sweet fragrant dry liking tasted odd remind pudding sweet fragrant,lit sweet fragrant dri like tast odd remind pud sweet fragrant,lit good sweet fragrant dry liking tasted odd remind pudding sweet fragrant,lit emojigood sweet fragrant dry liking tasted odd remind pudding sweet fragrant,lit good sweet fragrant dri like tast odd remind pud sweet fragrant,lit good sweet fragrant dry liking tasted odd remind pudding sweet fragrant,lit emojigood sweet fragrant dri like tast odd remind pud sweet fragrant,lit emojigood sweet fragrant dry liking tasted odd remind pudding sweet fragrant,1.0
henri-charpentier-orchard-central,"On most days, @timchee do not allow me to indulge in my desserts craving.",ni eats,service,lit,lit,lit,lit good,lit emojigood,lit good,lit good,lit emojigood,lit emojigood,1.0
henri-charpentier-orchard-central,"Strawberry roll cake, $4.60.",Yvonne Lo,food,looks small oversized palm substantial hides ichigo strawberry gone cheese cakes,look small oversized palm substantial hide ichigo strawberry gone cheese cake,look small overs palm substanti hide ichigo strawberri gone chees cake,looks small oversized palm substantial hides ichigo strawberry gone cheese cakes,looks small oversized palm substantial hides ichigo strawberry gone cheese cakes,look small overs palm substanti hide ichigo strawberri gone chees cake,look small oversized palm substantial hide ichigo strawberry gone cheese cake,look small overs palm substanti hide ichigo strawberri gone chees cake,look small oversized palm substantial hide ichigo strawberry gone cheese cake,1.0
henri-charpentier-orchard-central,"Strawberry roll cake, $4.60.",Yvonne Lo,portion,looks small oversized palm substantial,look small oversized palm substantial,look small overs palm substanti,looks small oversized palm substantial,looks small oversized palm substantial,look small overs palm substanti,look small oversized palm substantial,look small overs palm substanti,look small oversized palm substantial,-1.0
